No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
365,2013-06-02,35.3,614.1394,7,24.97913,121.53666,5.75325994545701
366,2012-12-01,17.3,2261.432,4,24.96182,121.51222,5.431390245600108
367,2012-10-01,14.2,1801.544,1,24.95153,121.55254,4.979959839195493
368,2012-10-31,15.0,1828.319,2,24.96464,121.51531,4.571651780264984
369,2013-06-02,18.2,350.8515,1,24.97544,121.53119,6.565059024867941
370,2012-09-01,20.2,2185.128,3,24.96322,121.51237,4.774934554525329
371,2012-10-01,15.9,289.3248,5,24.98203,121.54348,6.488451279003334
372,2013-07-02,4.1,312.8963,5,24.95591,121.53956,7.19027120489902
373,2013-01-01,33.9,157.6052,7,24.96628,121.54196,6.442049363362563
374,2013-01-31,0.0,274.0144,1,24.9748,121.53059,7.224956747275377
375,2013-04-02,5.4,390.5684,5,24.97937,121.54245,7.035623639735144
376,2013-04-02,21.7,1157.988,0,24.96165,121.55011,4.878524367060187
377,2013-06-02,14.7,1717.193,2,24.96447,121.51649,5.522680508593631
378,2013-05-02,3.9,49.66105,8,24.95836,121.53756,7.536577472566709
379,2013-05-02,37.3,587.8877,8,24.97077,121.54634,6.115553940568262
380,2013-05-02,0.0,292.9978,6,24.97744,121.54458,8.34865258589672
381,2013-05-02,14.1,289.3248,5,24.98203,121.54348,7.3006848993775915
382,2013-06-02,8.0,132.5469,9,24.98298,121.53981,6.877499545619759
383,2013-01-01,16.3,3529.564,0,24.93207,121.51597,5.412947441089743
384,2012-09-01,29.1,506.1144,4,24.97845,121.53889,6.348228099241551
385,2012-10-01,16.1,4066.587,0,24.94297,121.50342,3.591656999213594
386,2013-01-01,18.3,82.88643,10,24.983,121.54026,6.826419266350405
387,2012-10-31,0.0,185.4296,0,24.9711,121.5317,7.436396977031283
388,2013-04-02,16.2,2103.555,3,24.96042,121.51462,5.059644256269407
389,2013-07-02,10.4,2251.938,4,24.95957,121.51353,5.224940191045253
390,2013-04-02,40.9,122.3619,8,24.96756,121.5423,8.228000972289685
391,2013-07-02,32.8,377.8302,9,24.97151,121.5435,6.212889826803627
392,2013-08-01,6.2,1939.749,1,24.95155,121.55387,5.594640292279746
393,2013-01-31,42.7,443.802,6,24.97927,121.53874,5.941380311005179
394,2013-01-01,16.9,967.4,4,24.98872,121.53408,6.348228099241551
395,2013-07-02,32.6,4136.271,1,24.95544,121.4963,4.969909455915671
396,2012-12-01,21.2,512.5487,4,24.974,121.53842,6.519202405202649
397,2012-09-01,37.1,918.6357,1,24.97198,121.55063,5.648008498577175
398,2013-06-02,13.1,1164.838,4,24.99156,121.53406,5.674504383644443
399,2013-06-02,14.7,1717.193,2,24.96447,121.51649,4.795831523312719
400,2012-12-01,12.7,170.1289,1,24.97371,121.52984,6.107372593840988
401,2013-04-02,26.8,482.7581,5,24.97433,121.53863,5.958187643906492
402,2013-01-31,7.6,2175.03,3,24.96305,121.51254,5.263078946776307
403,2012-10-31,12.7,187.4823,1,24.97388,121.52981,5.338539126015656
404,2012-09-01,30.9,161.942,9,24.98353,121.53966,6.300793600809346
405,2013-05-02,16.4,289.3248,5,24.98203,121.54348,6.418722614352485
406,2012-09-01,23.0,130.9945,6,24.95663,121.53765,6.099180272790763
407,2013-03-02,1.9,372.1386,7,24.97293,121.54026,6.363961030678928
408,2013-01-01,5.2,2408.993,0,24.95505,121.55964,4.722287581247038
409,2013-06-02,18.5,2175.744,3,24.9633,121.51243,5.300943312279429
410,2013-01-01,13.7,4082.015,0,24.94155,121.50381,3.924283374069717
411,2012-09-01,5.6,90.45606,9,24.97433,121.5431,7.0710678118654755
412,2013-04-02,18.8,390.9696,7,24.97923,121.53986,6.371812928829597
413,2013-01-01,8.1,104.8101,5,24.96674,121.54067,7.245688373094719
414,2013-07-02,6.5,90.45606,9,24.97433,121.5431,7.993747556684537
