coupon_id,item_id,brand,brand_type,category
384,24023,57,Established,Grocery
549,24035,328,Established,Skin & Hair Care
568,24036,387,Established,Grocery
42,24042,334,Established,Grocery
43,24042,334,Established,Grocery
562,24043,360,Established,Grocery
40,24045,56,Local,"Dairy, Juices & Snacks"
19,24045,56,Local,"Dairy, Juices & Snacks"
1016,24055,1558,Established,Grocery
452,24062,147,Established,Grocery
705,24085,714,Established,Grocery
721,24101,782,Established,Grocery
722,24101,782,Established,Grocery
43,24123,1101,Established,Grocery
42,24123,1101,Established,Grocery
549,24133,328,Established,Skin & Hair Care
878,24135,1088,Established,Grocery
841,24151,2088,Established,Pharmaceutical
1089,24151,2088,Established,Pharmaceutical
1088,24151,2088,Established,Pharmaceutical
796,24157,967,Established,Grocery
1092,24167,2088,Established,Pharmaceutical
1091,24167,2088,Established,Pharmaceutical
43,24169,56,Local,Grocery
42,24169,56,Local,Grocery
1063,24171,1953,Established,Grocery
1062,24171,1953,Established,Grocery
396,24178,57,Established,Pharmaceutical
398,24178,57,Established,Pharmaceutical
399,24178,57,Established,Pharmaceutical
397,24178,57,Established,Pharmaceutical
395,24178,57,Established,Pharmaceutical
42,24200,231,Established,Grocery
43,24200,231,Established,Grocery
549,24210,328,Established,Skin & Hair Care
689,24211,686,Established,Pharmaceutical
612,24221,501,Established,Grocery
703,24223,714,Established,Grocery
432,24245,119,Established,Grocery
986,24251,1342,Established,Pharmaceutical
37,24257,4467,Established,Pharmaceutical
456,24264,158,Established,Pharmaceutical
1048,24281,1796,Established,Grocery
1075,24294,2020,Established,Packaged Meat
42,24307,1300,Established,Grocery
43,24307,1300,Established,Grocery
635,24317,560,Established,Pharmaceutical
1069,24324,1996,Established,Grocery
910,24326,1128,Established,Pharmaceutical
37,24329,1262,Established,Pharmaceutical
457,24347,158,Established,Pharmaceutical
841,24354,2088,Established,Pharmaceutical
1088,24354,2088,Established,Pharmaceutical
1089,24354,2088,Established,Pharmaceutical
562,24359,360,Established,Grocery
43,24360,584,Established,Grocery
42,24360,584,Established,Grocery
43,24368,2074,Established,Grocery
42,24368,2074,Established,Grocery
1048,24372,1796,Established,Grocery
597,24384,487,Established,Grocery
621,24396,522,Established,Grocery
43,24401,1677,Established,Grocery
42,24401,1677,Established,Grocery
810,24404,982,Established,Seafood
809,24404,982,Established,Seafood
578,24413,412,Established,Grocery
42,24417,1101,Established,Grocery
43,24417,1101,Established,Grocery
43,24433,1677,Established,Grocery
42,24433,1677,Established,Grocery
37,24447,22,Established,Pharmaceutical
42,24461,334,Established,Grocery
43,24461,334,Established,Grocery
522,24474,278,Established,Grocery
520,24474,278,Established,Grocery
529,24474,278,Established,Grocery
524,24474,278,Established,Grocery
518,24474,278,Established,Grocery
783,24479,946,Established,Grocery
43,24496,2074,Established,Grocery
42,24496,2074,Established,Grocery
37,24512,1262,Established,Pharmaceutical
488,24516,4817,Established,Grocery
401,24546,57,Established,Pharmaceutical
400,24546,57,Established,Pharmaceutical
402,24546,57,Established,Pharmaceutical
105,24554,56,Local,Grocery
43,24582,56,Local,Grocery
42,24582,56,Local,Grocery
549,24607,328,Established,Skin & Hair Care
43,24612,120,Established,Grocery
42,24612,120,Established,Grocery
417,24613,89,Established,Grocery
415,24613,89,Established,Grocery
416,24613,89,Established,Grocery
43,24622,1927,Established,Grocery
42,24622,1927,Established,Grocery
43,24636,63,Established,Grocery
42,24636,63,Established,Grocery
1075,24653,2020,Established,Packaged Meat
897,24678,1107,Established,Grocery
971,24697,1276,Established,Grocery
549,24709,328,Established,Skin & Hair Care
1048,24716,1796,Established,Grocery
567,24719,386,Established,Grocery
1069,24745,1996,Established,Grocery
28,24751,4380,Established,Pharmaceutical
37,24756,1262,Established,Pharmaceutical
40,24759,56,Local,"Dairy, Juices & Snacks"
19,24759,56,Local,"Dairy, Juices & Snacks"
41,24775,1636,Established,Grocery
1026,24775,1636,Established,Grocery
906,24777,1124,Established,Grocery
845,24784,1016,Established,Grocery
43,24792,1101,Established,Grocery
42,24792,1101,Established,Grocery
580,24806,446,Established,Natural Products
724,24817,782,Established,Grocery
270,24819,2116,Established,Skin & Hair Care
1023,24825,1587,Established,Grocery
415,24835,89,Established,Grocery
801,24839,971,Established,Grocery
43,24858,2074,Established,Grocery
42,24858,2074,Established,Grocery
705,24866,714,Established,Grocery
981,24871,1335,Established,Grocery
37,24880,1262,Established,Pharmaceutical
1048,24884,1796,Established,Grocery
744,24887,826,Established,Grocery
906,24891,1124,Established,Grocery
279,24902,4412,Established,Pharmaceutical
913,24905,1134,Established,Grocery
37,24908,4467,Established,Pharmaceutical
492,24935,209,Established,Grocery
496,24935,209,Established,Grocery
796,24941,967,Established,Grocery
347,24942,56,Local,Grocery
701,24954,4962,Established,Grocery
1088,24964,2088,Established,Pharmaceutical
1089,24964,2088,Established,Pharmaceutical
913,24971,1134,Established,Grocery
549,24976,328,Established,Skin & Hair Care
43,24977,206,Established,Grocery
42,24977,206,Established,Grocery
506,24978,235,Established,Grocery
986,24984,1342,Established,Pharmaceutical
42,24989,334,Established,Grocery
43,24989,334,Established,Grocery
468,25000,172,Established,Grocery
456,25020,158,Established,Pharmaceutical
457,25020,158,Established,Pharmaceutical
796,25035,967,Established,Grocery
43,25047,1362,Established,Grocery
42,25047,1362,Established,Grocery
1023,25050,1587,Established,Grocery
783,25058,946,Established,Grocery
42,25072,1300,Established,Grocery
43,25072,1300,Established,Grocery
41,25083,1636,Established,Grocery
726,25102,782,Established,Grocery
934,25113,1149,Established,Pharmaceutical
796,25132,967,Established,Grocery
726,25133,782,Established,Grocery
549,25142,328,Established,Skin & Hair Care
455,25143,158,Established,Pharmaceutical
459,25145,4790,Established,Grocery
458,25145,4790,Established,Grocery
721,25157,782,Established,Grocery
722,25157,782,Established,Grocery
42,25158,231,Established,Grocery
43,25158,231,Established,Grocery
41,25170,1636,Established,Grocery
270,25173,4359,Established,Skin & Hair Care
43,25180,56,Local,Grocery
42,25180,56,Local,Grocery
522,25181,278,Established,Grocery
524,25181,278,Established,Grocery
529,25181,278,Established,Grocery
520,25181,278,Established,Grocery
518,25181,278,Established,Grocery
1063,25191,1953,Established,Grocery
1062,25191,1953,Established,Grocery
42,25193,4835,Established,Grocery
43,25193,4835,Established,Grocery
795,25197,948,Established,Pharmaceutical
269,25232,4353,Established,Pharmaceutical
43,25233,56,Local,Grocery
42,25233,56,Local,Grocery
718,25238,782,Established,Grocery
635,25243,560,Established,Pharmaceutical
860,25246,5013,Established,Grocery
43,25247,334,Established,Grocery
42,25247,334,Established,Grocery
691,25250,686,Established,Pharmaceutical
43,25267,56,Local,Grocery
42,25267,56,Local,Grocery
578,25268,412,Established,Grocery
43,25278,206,Established,Grocery
42,25278,206,Established,Grocery
934,25283,1149,Established,Pharmaceutical
549,25290,328,Established,Skin & Hair Care
689,25299,686,Established,Pharmaceutical
838,25308,2088,Established,Pharmaceutical
840,25308,2088,Established,Pharmaceutical
1097,25308,2088,Established,Pharmaceutical
1098,25308,2088,Established,Pharmaceutical
697,25312,702,Established,Grocery
841,25338,2088,Established,Pharmaceutical
1089,25338,2088,Established,Pharmaceutical
1088,25338,2088,Established,Pharmaceutical
895,25341,1101,Established,Grocery
861,25346,1050,Established,Grocery
37,25359,4467,Established,Pharmaceutical
448,25373,141,Established,Grocery
597,25380,487,Established,Grocery
37,25389,4467,Established,Pharmaceutical
42,25392,1101,Established,Grocery
43,25392,1101,Established,Grocery
37,25410,22,Established,Pharmaceutical
549,25414,328,Established,Skin & Hair Care
1096,25436,2088,Established,Pharmaceutical
1095,25436,2088,Established,Pharmaceutical
43,25445,1101,Established,Grocery
42,25445,1101,Established,Grocery
40,25451,56,Local,"Dairy, Juices & Snacks"
19,25451,56,Local,"Dairy, Juices & Snacks"
906,25455,1124,Established,Grocery
796,25464,967,Established,Grocery
457,25478,158,Established,Pharmaceutical
43,25482,56,Local,Grocery
42,25482,56,Local,Grocery
242,25487,56,Local,Seafood
43,25495,597,Established,Grocery
42,25495,597,Established,Grocery
899,25496,1124,Established,Grocery
43,25537,584,Established,Grocery
42,25537,584,Established,Grocery
37,25543,4467,Established,Pharmaceutical
270,25554,4361,Established,Skin & Hair Care
514,25556,248,Established,Grocery
934,25559,1149,Established,Pharmaceutical
432,25568,119,Established,Grocery
635,25575,560,Established,Pharmaceutical
37,25588,1262,Established,Pharmaceutical
43,25594,56,Local,Grocery
42,25594,56,Local,Grocery
270,25596,4356,Established,Skin & Hair Care
279,25599,4412,Established,Pharmaceutical
861,25603,1050,Established,Grocery
822,25618,57,Established,Grocery
825,25618,57,Established,Grocery
43,25626,56,Local,Grocery
42,25626,56,Local,Grocery
562,25629,360,Established,Grocery
810,25637,982,Established,Seafood
809,25637,982,Established,Seafood
1012,25647,1531,Established,Pharmaceutical
389,25687,57,Established,Pharmaceutical
390,25687,57,Established,Pharmaceutical
834,25687,57,Established,Pharmaceutical
401,25687,57,Established,Pharmaceutical
833,25687,57,Established,Pharmaceutical
562,25693,360,Established,Grocery
768,25694,906,Established,Grocery
549,25695,328,Established,Skin & Hair Care
523,25721,278,Established,Grocery
455,25734,158,Established,Pharmaceutical
43,25735,1101,Established,Grocery
42,25735,1101,Established,Grocery
726,25760,782,Established,Grocery
37,25767,1262,Established,Pharmaceutical
718,25770,782,Established,Grocery
41,25776,1105,Established,Grocery
40,25783,56,Local,"Dairy, Juices & Snacks"
19,25783,56,Local,"Dairy, Juices & Snacks"
37,25788,1262,Established,Pharmaceutical
796,25792,967,Established,Grocery
38,25801,574,Established,Grocery
43,25822,56,Local,Grocery
42,25822,56,Local,Grocery
43,25826,56,Local,Grocery
42,25826,56,Local,Grocery
42,25832,1101,Established,Grocery
43,25832,1101,Established,Grocery
43,25841,334,Established,Grocery
42,25841,334,Established,Grocery
455,25851,158,Established,Pharmaceutical
906,25854,1124,Established,Grocery
432,25868,119,Established,Grocery
40,25870,56,Local,"Dairy, Juices & Snacks"
19,25870,56,Local,"Dairy, Juices & Snacks"
869,25872,1075,Established,Grocery
870,25872,1075,Established,Grocery
868,25872,1075,Established,Grocery
705,25886,714,Established,Grocery
269,25890,4353,Established,Pharmaceutical
43,25895,56,Local,Grocery
42,25895,56,Local,Grocery
37,25902,4467,Established,Pharmaceutical
986,25905,1342,Established,Pharmaceutical
37,25925,4467,Established,Pharmaceutical
42,25935,1677,Established,Grocery
43,25935,1677,Established,Grocery
43,25965,717,Established,Grocery
42,25965,717,Established,Grocery
691,25978,686,Established,Pharmaceutical
43,25985,56,Local,Grocery
42,25985,56,Local,Grocery
986,25990,1342,Established,Skin & Hair Care
1043,25994,1756,Established,Pharmaceutical
913,25997,1134,Established,Grocery
37,26008,1262,Established,Pharmaceutical
549,26010,328,Established,Skin & Hair Care
42,26011,1101,Established,Grocery
43,26011,1101,Established,Grocery
572,26012,400,Established,"Dairy, Juices & Snacks"
652,26017,634,Established,Grocery
526,26022,278,Established,Grocery
982,26026,1337,Established,Grocery
549,26033,328,Established,Skin & Hair Care
279,26036,4412,Established,Pharmaceutical
822,26038,57,Established,Grocery
825,26038,57,Established,Grocery
37,26045,1262,Established,Pharmaceutical
1048,26058,1796,Established,Grocery
635,26067,560,Established,Pharmaceutical
400,26069,57,Established,Pharmaceutical
402,26069,57,Established,Pharmaceutical
401,26069,57,Established,Pharmaceutical
43,26079,120,Established,Grocery
42,26079,120,Established,Grocery
270,26081,4360,Established,Skin & Hair Care
913,26091,1134,Established,Grocery
907,26092,1124,Established,Grocery
934,26099,1149,Established,Pharmaceutical
612,26101,501,Established,Grocery
721,26113,782,Established,Grocery
722,26113,782,Established,Grocery
768,26124,906,Established,Grocery
42,26131,334,Established,Grocery
43,26131,334,Established,Grocery
455,26140,158,Established,Pharmaceutical
932,26175,1143,Established,Grocery
993,26180,1427,Established,Grocery
43,26203,206,Established,Grocery
42,26203,206,Established,Grocery
43,26210,662,Established,Grocery
42,26210,662,Established,Grocery
522,26214,278,Established,Grocery
520,26214,278,Established,Grocery
529,26214,278,Established,Grocery
524,26214,278,Established,Grocery
518,26214,278,Established,Grocery
43,26216,206,Established,Grocery
42,26216,206,Established,Grocery
442,26218,133,Established,Grocery
529,26219,278,Established,Grocery
562,26220,360,Established,Grocery
42,26221,213,Established,Grocery
43,26221,213,Established,Grocery
580,26225,446,Established,Natural Products
864,26233,1061,Established,Grocery
244,26238,4279,Established,Pharmaceutical
562,26241,360,Established,Grocery
641,26245,597,Established,Pharmaceutical
43,26280,56,Local,Grocery
42,26280,56,Local,Grocery
43,26281,584,Established,Grocery
42,26281,584,Established,Grocery
671,26285,676,Established,Grocery
670,26285,676,Established,Grocery
42,26290,231,Established,Grocery
43,26290,231,Established,Grocery
270,26293,4364,Established,Skin & Hair Care
580,26296,446,Established,Natural Products
43,26319,1101,Established,Grocery
42,26319,1101,Established,Grocery
43,26320,56,Local,Grocery
42,26320,56,Local,Grocery
492,26329,209,Established,Grocery
43,26339,584,Established,Grocery
42,26339,584,Established,Grocery
953,26354,1212,Established,Grocery
783,26363,946,Established,Grocery
986,26376,1342,Established,Pharmaceutical
42,26409,584,Established,Grocery
43,26409,584,Established,Grocery
43,26410,1209,Established,Grocery
42,26410,1209,Established,Grocery
635,26414,560,Established,Pharmaceutical
810,26458,982,Established,Seafood
809,26458,982,Established,Seafood
44,26478,1124,Established,Grocery
42,26483,334,Established,Grocery
43,26483,334,Established,Grocery
635,26493,560,Established,Pharmaceutical
551,26514,4856,Established,Grocery
696,26518,4541,Established,"Dairy, Juices & Snacks"
43,26520,584,Established,Grocery
42,26520,584,Established,Grocery
347,26561,56,Local,Grocery
42,26567,830,Established,Grocery
43,26567,830,Established,Grocery
43,26574,63,Established,Grocery
42,26574,63,Established,Grocery
494,26576,209,Established,Grocery
42,26578,1101,Established,Grocery
43,26578,1101,Established,Grocery
42,26583,334,Established,Grocery
43,26583,334,Established,Grocery
907,26594,1124,Established,Grocery
597,26595,487,Established,Grocery
43,26599,56,Local,Grocery
42,26599,56,Local,Grocery
934,26614,1149,Established,Pharmaceutical
488,26616,4817,Established,Grocery
691,26626,686,Established,Pharmaceutical
783,26636,946,Established,Grocery
43,26639,56,Local,Grocery
42,26639,56,Local,Grocery
42,26647,1101,Established,Grocery
43,26647,1101,Established,Grocery
37,26659,4467,Established,Pharmaceutical
457,26667,158,Established,Pharmaceutical
43,26671,2074,Established,Grocery
42,26671,2074,Established,Grocery
873,26685,1075,Established,Grocery
43,26691,56,Local,Grocery
42,26691,56,Local,Grocery
1023,26694,1587,Established,Grocery
43,26695,56,Local,Grocery
42,26695,56,Local,Grocery
705,26696,714,Established,Grocery
432,26705,119,Established,Grocery
43,26720,63,Established,Grocery
42,26720,63,Established,Grocery
43,26730,206,Established,Grocery
42,26730,206,Established,Grocery
108,26735,56,Local,Grocery
701,26748,4962,Established,Grocery
1075,26759,2020,Established,Packaged Meat
853,26767,1030,Established,Grocery
38,26780,946,Established,Grocery
791,26780,946,Established,Grocery
788,26780,946,Established,Grocery
44,26783,1124,Established,Grocery
42,26798,1101,Established,Grocery
43,26798,1101,Established,Grocery
1048,26803,1796,Established,Grocery
42,26820,1300,Established,Grocery
43,26820,1300,Established,Grocery
1069,26827,1996,Established,Grocery
718,26831,782,Established,Grocery
549,26835,328,Established,Skin & Hair Care
270,26843,4358,Established,Skin & Hair Care
658,26849,644,Established,Pharmaceutical
549,26858,328,Established,Skin & Hair Care
44,26872,867,Established,Grocery
270,26897,4363,Established,Skin & Hair Care
1088,26898,2088,Established,Pharmaceutical
1089,26898,2088,Established,Pharmaceutical
612,26901,501,Established,Grocery
744,26928,826,Established,Grocery
312,26947,56,Local,Grocery
43,26977,56,Local,Grocery
42,26977,56,Local,Grocery
42,26985,231,Established,Grocery
43,26985,231,Established,Grocery
43,26986,56,Local,Grocery
42,26986,56,Local,Grocery
389,27032,57,Established,Pharmaceutical
834,27032,57,Established,Pharmaceutical
833,27032,57,Established,Pharmaceutical
390,27032,57,Established,Pharmaceutical
401,27032,57,Established,Pharmaceutical
688,27033,686,Established,Pharmaceutical
270,27034,4365,Established,Skin & Hair Care
42,27041,231,Established,Grocery
43,27041,231,Established,Grocery
43,27042,1554,Established,Grocery
42,27042,1554,Established,Grocery
721,27045,782,Established,Grocery
722,27045,782,Established,Grocery
42,27057,1677,Established,Grocery
43,27057,1677,Established,Grocery
270,27098,4365,Established,Skin & Hair Care
42,27102,2399,Established,Grocery
43,27102,2399,Established,Grocery
104,27110,56,Local,Grocery
43,27118,56,Local,Grocery
42,27118,56,Local,Grocery
37,27157,4467,Established,Pharmaceutical
662,27165,673,Established,Pharmaceutical
986,27172,1342,Established,Pharmaceutical
42,27198,231,Established,Grocery
43,27198,231,Established,Grocery
492,27208,209,Established,Grocery
496,27208,209,Established,Grocery
43,27216,56,Local,Grocery
42,27216,56,Local,Grocery
492,27218,209,Established,Grocery
562,27219,360,Established,Grocery
662,27230,673,Established,Pharmaceutical
787,27247,946,Established,Grocery
721,27256,782,Established,Grocery
722,27256,782,Established,Grocery
718,27258,782,Established,Grocery
42,27260,1101,Established,Grocery
43,27260,1101,Established,Grocery
270,27268,4365,Established,Skin & Hair Care
455,27297,158,Established,Pharmaceutical
562,27314,360,Established,Grocery
986,27316,1342,Established,Pharmaceutical
522,27318,278,Established,Grocery
518,27318,278,Established,Grocery
524,27318,278,Established,Grocery
529,27318,278,Established,Grocery
520,27318,278,Established,Grocery
621,27319,522,Established,Grocery
705,27323,714,Established,Grocery
242,27329,56,Local,Seafood
44,27334,867,Established,Grocery
43,27342,597,Established,Grocery
42,27342,597,Established,Grocery
270,27349,590,Established,Skin & Hair Care
43,27354,1101,Established,Grocery
42,27354,1101,Established,Grocery
468,27356,172,Established,Grocery
270,27410,4358,Established,Skin & Hair Care
549,27425,328,Established,Skin & Hair Care
635,27428,560,Established,Pharmaceutical
522,27435,971,Established,Grocery
801,27435,971,Established,Grocery
42,27445,1101,Established,Grocery
43,27445,1101,Established,Grocery
43,27462,584,Established,Grocery
42,27462,584,Established,Grocery
43,27465,56,Local,Grocery
42,27465,56,Local,Grocery
42,27466,1101,Established,Grocery
43,27466,1101,Established,Grocery
635,27492,560,Established,Pharmaceutical
986,27499,1342,Established,Pharmaceutical
44,27509,1124,Established,Grocery
649,27522,634,Established,Grocery
43,27531,206,Established,Grocery
42,27531,206,Established,Grocery
869,27537,1075,Established,Grocery
870,27537,1075,Established,Grocery
270,27538,4360,Established,Skin & Hair Care
43,27566,56,Local,Grocery
42,27566,56,Local,Grocery
466,27568,172,Established,Grocery
43,27579,56,Local,Grocery
42,27579,56,Local,Grocery
43,27581,63,Established,Grocery
42,27581,63,Established,Grocery
452,27593,147,Established,Grocery
781,27595,939,Established,Grocery
104,27608,56,Local,Grocery
43,27614,584,Established,Grocery
42,27614,584,Established,Grocery
787,27615,946,Established,Grocery
279,27617,4412,Established,Pharmaceutical
1016,27619,1558,Established,Grocery
42,27632,1031,Established,Grocery
43,27632,1031,Established,Grocery
522,27633,278,Established,Grocery
529,27633,278,Established,Grocery
518,27633,278,Established,Grocery
524,27633,278,Established,Grocery
520,27633,278,Established,Grocery
666,27636,673,Established,Pharmaceutical
270,27638,2116,Established,Skin & Hair Care
43,27639,56,Local,Grocery
42,27639,56,Local,Grocery
671,27649,676,Established,Grocery
1094,27691,2088,Established,Pharmaceutical
910,27695,281,Established,Pharmaceutical
37,27709,4467,Established,Pharmaceutical
899,27711,1124,Established,Grocery
496,27750,209,Established,Grocery
44,27755,1124,Established,Grocery
43,27781,4748,Established,Grocery
42,27781,4748,Established,Grocery
37,27788,4467,Established,Pharmaceutical
37,27796,1262,Established,Pharmaceutical
1069,27804,1996,Established,Grocery
43,27806,56,Local,Grocery
42,27806,56,Local,Grocery
42,27809,1101,Established,Grocery
43,27809,1101,Established,Grocery
37,27821,22,Established,Pharmaceutical
37,27822,1262,Established,Pharmaceutical
432,27824,119,Established,Grocery
42,27831,1101,Established,Grocery
43,27831,1101,Established,Grocery
42,27852,231,Established,Grocery
43,27852,231,Established,Grocery
43,27854,1362,Established,Grocery
42,27854,1362,Established,Grocery
42,27865,2446,Established,Grocery
43,27865,2446,Established,Grocery
43,27874,2074,Established,Grocery
42,27874,2074,Established,Grocery
514,27882,248,Established,Grocery
43,27885,56,Local,Grocery
42,27885,56,Local,Grocery
42,27891,334,Established,Grocery
43,27891,334,Established,Grocery
38,27893,574,Established,Grocery
42,27895,859,Established,Grocery
43,27895,859,Established,Grocery
43,27897,56,Local,Grocery
42,27897,56,Local,Grocery
913,27931,1134,Established,Grocery
42,27938,231,Established,Grocery
43,27938,231,Established,Grocery
42,27939,1300,Established,Grocery
43,27939,1300,Established,Grocery
705,27942,714,Established,Grocery
768,27950,906,Established,Grocery
42,27957,334,Established,Grocery
43,27957,334,Established,Grocery
321,27959,56,Local,Pharmaceutical
37,27966,1262,Established,Pharmaceutical
389,27980,57,Established,Pharmaceutical
390,27980,57,Established,Pharmaceutical
834,27980,57,Established,Pharmaceutical
401,27980,57,Established,Pharmaceutical
833,27980,57,Established,Pharmaceutical
674,27989,681,Established,Grocery
726,28025,782,Established,Grocery
841,28035,2088,Established,Pharmaceutical
1089,28035,2088,Established,Pharmaceutical
1088,28035,2088,Established,Pharmaceutical
811,28044,984,Established,Packaged Meat
869,28051,1075,Established,Grocery
870,28051,1075,Established,Grocery
868,28051,1075,Established,Grocery
662,28053,673,Established,Pharmaceutical
663,28053,673,Established,Pharmaceutical
1079,28073,2024,Established,Grocery
666,28086,673,Established,Pharmaceutical
590,28092,475,Established,Grocery
899,28099,1124,Established,Grocery
1023,28100,1587,Established,Grocery
671,28105,676,Established,Grocery
618,28107,522,Established,Grocery
1109,28110,2320,Established,Grocery
787,28117,946,Established,Grocery
43,28118,56,Local,Grocery
42,28118,56,Local,Grocery
899,28138,1124,Established,Grocery
492,28149,209,Established,Grocery
43,28171,584,Established,Grocery
42,28171,584,Established,Grocery
43,28173,1101,Established,Grocery
42,28173,1101,Established,Grocery
488,28174,4817,Established,Grocery
783,28175,946,Established,Grocery
864,28183,1061,Established,Grocery
529,28185,278,Established,Grocery
43,28189,1362,Established,Grocery
42,28189,1362,Established,Grocery
574,28197,404,Established,Prepared Food
37,28203,1262,Established,Pharmaceutical
896,28210,5023,Established,"Dairy, Juices & Snacks"
934,28213,1149,Established,Pharmaceutical
37,28232,1262,Established,Pharmaceutical
43,28240,334,Established,Grocery
42,28240,334,Established,Grocery
522,28267,278,Established,Grocery
518,28267,278,Established,Grocery
529,28267,278,Established,Grocery
524,28267,278,Established,Grocery
520,28267,278,Established,Grocery
43,28268,56,Local,Grocery
42,28268,56,Local,Grocery
43,28298,63,Established,Grocery
42,28298,63,Established,Grocery
43,28302,597,Established,Grocery
42,28302,597,Established,Grocery
43,28322,2074,Established,Grocery
42,28322,2074,Established,Grocery
913,28327,1134,Established,Grocery
549,28344,328,Established,Skin & Hair Care
934,28354,1149,Established,Pharmaceutical
705,28364,714,Established,Grocery
982,28367,1337,Established,Grocery
913,28375,1134,Established,Grocery
664,28389,673,Established,Pharmaceutical
662,28389,673,Established,Pharmaceutical
41,28411,1636,Established,Grocery
1026,28411,1636,Established,Grocery
549,28419,328,Established,Skin & Hair Care
270,28421,1989,Established,Skin & Hair Care
43,28431,334,Established,Grocery
42,28431,334,Established,Grocery
42,28433,858,Established,Grocery
43,28433,858,Established,Grocery
869,28434,1075,Established,Grocery
868,28434,1075,Established,Grocery
870,28434,1075,Established,Grocery
42,28450,584,Established,Grocery
43,28450,584,Established,Grocery
986,28460,1342,Established,Pharmaceutical
691,28474,686,Established,Pharmaceutical
42,28481,1101,Established,Grocery
43,28481,1101,Established,Grocery
43,28505,206,Established,Grocery
42,28505,206,Established,Grocery
270,28519,2397,Established,Skin & Hair Care
549,28521,328,Established,Skin & Hair Care
42,28533,514,Established,Grocery
43,28533,514,Established,Grocery
635,28538,560,Established,Pharmaceutical
270,28540,2116,Established,Skin & Hair Care
37,28545,1262,Established,Pharmaceutical
549,28553,328,Established,Skin & Hair Care
549,28557,328,Established,Skin & Hair Care
726,28570,782,Established,Grocery
43,28582,334,Established,Grocery
42,28582,334,Established,Grocery
43,28584,597,Established,Grocery
42,28584,597,Established,Grocery
43,28587,1101,Established,Grocery
42,28587,1101,Established,Grocery
873,28613,1075,Established,Grocery
578,28617,412,Established,Grocery
43,28621,334,Established,Grocery
42,28621,334,Established,Grocery
705,28623,714,Established,Grocery
417,28626,89,Established,Grocery
415,28626,89,Established,Grocery
416,28626,89,Established,Grocery
42,28627,334,Established,Grocery
43,28627,334,Established,Grocery
878,28633,1088,Established,Grocery
811,28639,984,Established,Packaged Meat
783,28642,946,Established,Grocery
488,28657,4817,Established,Grocery
270,28664,2116,Established,Skin & Hair Care
724,28668,782,Established,Grocery
43,28673,4748,Established,Grocery
42,28673,4748,Established,Grocery
567,28691,386,Established,Grocery
43,28698,206,Established,Grocery
42,28698,206,Established,Grocery
783,28700,946,Established,Grocery
347,28708,56,Local,Grocery
869,28731,1075,Established,Grocery
868,28731,1075,Established,Grocery
870,28731,1075,Established,Grocery
612,28744,501,Established,Grocery
488,28768,4817,Established,Grocery
697,28770,702,Established,Grocery
562,28779,360,Established,Grocery
43,28781,206,Established,Grocery
42,28781,206,Established,Grocery
562,28801,360,Established,Grocery
1012,28807,1531,Established,Pharmaceutical
1069,28831,1996,Established,Grocery
549,28839,328,Established,Skin & Hair Care
635,28856,560,Established,Pharmaceutical
43,28858,861,Established,Grocery
42,28858,861,Established,Grocery
37,28871,4467,Established,Pharmaceutical
549,28898,328,Established,Skin & Hair Care
549,28904,1224,Established,Skin & Hair Care
42,28911,1101,Established,Grocery
43,28911,1101,Established,Grocery
1040,28913,1717,Established,Grocery
1041,28913,1717,Established,Grocery
1113,28915,5184,Established,Pharmaceutical
750,28920,838,Established,Grocery
312,28939,56,Local,Grocery
810,28958,982,Established,Seafood
809,28958,982,Established,Seafood
549,28981,328,Established,Skin & Hair Care
43,28990,1101,Established,Grocery
42,28990,1101,Established,Grocery
488,28992,4817,Established,Grocery
1043,29004,1756,Established,Pharmaceutical
574,29007,404,Established,Prepared Food
562,29017,360,Established,Grocery
841,29021,2088,Established,Pharmaceutical
1089,29021,2088,Established,Pharmaceutical
1088,29021,2088,Established,Pharmaceutical
841,29024,2088,Established,Pharmaceutical
1088,29024,2088,Established,Pharmaceutical
1089,29024,2088,Established,Pharmaceutical
810,29025,982,Established,Seafood
809,29025,982,Established,Seafood
538,29027,278,Established,Grocery
43,29059,861,Established,Grocery
42,29059,861,Established,Grocery
43,29060,63,Established,Grocery
42,29060,63,Established,Grocery
37,29071,4467,Established,Pharmaceutical
721,29081,782,Established,Grocery
722,29081,782,Established,Grocery
666,29090,673,Established,Pharmaceutical
43,29091,56,Local,Grocery
42,29091,56,Local,Grocery
41,29102,1105,Established,Grocery
896,29107,5023,Established,"Dairy, Juices & Snacks"
549,29110,328,Established,Skin & Hair Care
562,29131,360,Established,Grocery
847,29137,1016,Established,Grocery
549,29140,328,Established,Skin & Hair Care
41,29145,1105,Established,Grocery
932,29146,1143,Established,Grocery
37,29155,1262,Established,Pharmaceutical
635,29171,560,Established,Pharmaceutical
584,29176,461,Established,Grocery
587,29176,461,Established,Grocery
810,29182,982,Established,Seafood
809,29182,982,Established,Seafood
270,29196,4359,Established,Skin & Hair Care
562,29212,360,Established,Grocery
468,29214,172,Established,Grocery
403,29232,57,Established,Grocery
405,29232,57,Established,Grocery
404,29232,57,Established,Grocery
969,29241,1274,Established,Pharmaceutical
562,29271,360,Established,Grocery
895,29278,1101,Established,Grocery
270,29286,4358,Established,Skin & Hair Care
671,29313,676,Established,Grocery
1069,29318,1996,Established,Grocery
43,29322,514,Established,Grocery
42,29322,514,Established,Grocery
43,29328,206,Established,Grocery
