City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Patna,2020-04-23,35.07,95.66,54.14,16.92,42.53,11.91,0.45,10.09,33.3,1.09,4.0,0.36,122.0,Moderate
Patna,2020-04-24,23.5,63.96,75.71,17.02,55.3,11.52,0.42,10.12,26.04,0.81,4.11,0.37,118.0,Moderate
Patna,2020-04-25,27.09,73.82,61.52,12.84,44.52,11.72,0.38,9.94,23.44,0.74,3.65,0.25,118.0,Moderate
Patna,2020-04-26,13.85,46.4,79.59,11.95,54.83,11.08,0.37,10.26,18.78,0.54,3.4,0.19,104.0,Moderate
Patna,2020-04-27,19.03,50.03,77.24,14.17,57.37,11.3,0.43,9.83,23.31,0.66,3.22,0.16,109.0,Moderate
Patna,2020-04-28,12.37,39.29,66.2,11.68,58.88,11.3,0.39,8.63,31.79,0.55,3.05,0.14,98.0,Satisfactory
Patna,2020-04-29,15.21,41.96,79.67,13.5,69.42,10.13,0.42,9.37,33.08,0.69,1.24,0.73,111.0,Moderate
Patna,2020-04-30,30.93,60.26,69.32,14.46,61.62,10.08,0.52,11.96,41.62,1.67,1.82,2.62,118.0,Moderate
Patna,2020-05-01,22.83,55.31,114.38,20.58,92.02,9.06,0.46,11.21,42.44,1.15,1.67,0.84,129.0,Moderate
Patna,2020-05-02,15.93,30.03,118.53,15.85,90.23,8.21,0.48,10.84,41.29,0.68,1.58,0.09,140.0,Moderate
Patna,2020-05-03,26.6,50.37,115.29,14.56,76.55,8.96,0.44,11.59,50.51,0.93,1.83,0.1,147.0,Moderate
Patna,2020-05-04,27.38,59.94,130.91,33.4,76.8,7.49,0.34,14.98,53.72,0.69,1.32,0.09,148.0,Moderate
Patna,2020-05-05,19.04,46.96,95.96,13.39,53.63,8.24,0.38,7.97,49.78,0.94,1.91,0.76,149.0,Moderate
Patna,2020-05-06,17.95,82.85,71.43,15.13,44.36,8.18,0.44,10.27,49.34,1.65,3.61,2.79,129.0,Moderate
Patna,2020-05-07,24.24,86.66,114.83,23.41,71.38,9.58,0.52,7.95,37.71,2.05,4.51,2.79,139.0,Moderate
Patna,2020-05-08,22.42,129.27,67.07,13.42,53.76,7.77,0.49,10.37,41.96,1.93,3.8,2.76,171.0,Moderate
Patna,2020-05-09,35.51,172.7,60.69,14.78,54.67,9.41,0.56,11.0,51.9,2.48,4.34,2.93,191.0,Moderate
Patna,2020-05-10,38.4,202.95,60.17,12.11,54.28,7.16,0.56,9.06,54.37,2.57,3.4,2.49,256.0,Poor
Patna,2020-05-11,22.51,71.44,69.66,13.75,65.15,6.57,0.56,5.84,37.65,2.0,3.04,2.24,138.0,Moderate
Patna,2020-05-12,36.48,74.57,68.7,18.8,55.05,10.93,0.69,7.53,34.92,2.97,5.86,2.59,124.0,Moderate
Patna,2020-05-13,42.52,93.4,75.09,34.22,76.54,9.34,0.75,11.72,42.33,3.21,6.89,3.05,146.0,Moderate
Patna,2020-05-14,53.82,158.92,48.91,31.61,66.61,10.05,0.77,7.41,40.85,3.77,5.61,2.19,176.0,Moderate
Patna,2020-05-15,32.79,86.68,37.32,19.62,55.68,11.9,0.55,5.55,37.98,2.46,2.76,2.67,124.0,Moderate
Patna,2020-05-16,50.36,118.02,59.34,32.81,73.86,10.86,0.69,7.87,39.88,2.81,4.45,2.52,141.0,Moderate
Patna,2020-05-17,52.11,276.34,56.99,34.71,91.79,9.53,0.76,16.97,47.84,3.6,20.34,4.04,239.0,Poor
Patna,2020-05-18,47.43,124.46,53.76,29.8,76.16,9.74,0.72,7.68,47.68,2.58,5.96,2.17,167.0,Moderate
Patna,2020-05-19,43.06,112.12,50.13,17.54,57.23,10.03,0.57,5.06,46.38,2.11,5.44,1.27,137.0,Moderate
Patna,2020-05-20,32.71,99.65,56.35,17.76,55.07,8.71,0.51,6.6,37.91,2.24,4.06,1.62,119.0,Moderate
Patna,2020-05-21,19.31,54.27,56.98,22.42,54.62,3.95,0.42,4.98,39.83,1.18,5.33,1.68,105.0,Moderate
Patna,2020-05-22,14.58,55.82,56.62,18.36,54.39,6.78,0.37,9.35,41.0,1.1,5.31,1.3,102.0,Moderate
Patna,2020-05-23,25.92,73.06,63.49,17.72,58.97,8.21,0.52,5.92,32.27,1.69,4.6,1.1,95.0,Satisfactory
Patna,2020-05-24,44.72,106.32,46.96,10.88,39.45,4.04,0.67,5.2,31.5,2.59,3.8,1.77,112.0,Moderate
Patna,2020-05-25,49.58,129.38,42.88,14.4,30.01,6.17,0.68,4.09,28.41,2.88,7.12,1.79,119.0,Moderate
Patna,2020-05-26,41.66,110.63,19.13,13.53,11.16,6.57,0.63,4.01,30.7,2.23,8.87,1.19,110.0,Moderate
Patna,2020-05-27,33.42,153.07,14.95,11.38,11.37,7.14,0.45,3.9,32.5,1.49,13.26,1.42,116.0,Moderate
Patna,2020-05-28,20.98,92.4,9.77,10.58,11.81,5.77,0.38,8.5,47.9,1.14,7.57,1.36,121.0,Moderate
Patna,2020-05-29,27.04,77.1,15.25,11.81,13.18,6.03,0.44,7.47,40.16,1.53,5.97,1.74,95.0,Satisfactory
Patna,2020-05-30,27.46,104.21,27.16,20.22,18.18,6.83,0.44,7.28,51.12,1.65,2.38,1.54,104.0,Moderate
Patna,2020-05-31,12.95,47.56,18.76,12.85,13.99,4.97,0.37,8.38,55.78,1.44,2.71,2.29,105.0,Moderate
Patna,2020-06-01,17.45,80.29,15.54,13.91,11.71,3.99,0.46,9.38,50.42,1.74,3.32,2.4,110.0,Moderate
Patna,2020-06-02,28.54,127.72,38.19,30.65,23.73,12.01,0.71,5.24,34.91,2.95,5.41,2.03,117.0,Moderate
Patna,2020-06-03,42.54,93.27,35.99,32.15,27.13,11.28,0.78,4.4,38.16,2.5,5.0,1.09,111.0,Moderate
Patna,2020-06-04,30.76,98.13,80.08,29.04,54.39,5.16,0.73,3.73,26.23,2.77,4.83,1.52,106.0,Moderate
Patna,2020-06-05,20.15,51.75,80.95,15.72,35.29,6.47,0.58,4.52,29.06,2.03,4.18,1.1,97.0,Satisfactory
Patna,2020-06-06,10.78,40.55,78.07,13.74,45.29,3.39,0.67,3.22,21.9,2.39,8.54,0.43,82.0,Satisfactory
Patna,2020-06-07,19.81,67.2,65.21,15.32,46.35,7.78,0.72,2.88,20.13,2.5,6.79,0.73,88.0,Satisfactory
Patna,2020-06-08,18.17,74.52,56.15,19.35,42.41,7.15,0.74,2.8,24.1,2.18,3.41,0.66,100.0,Satisfactory
Patna,2020-06-09,38.48,99.52,78.44,23.81,50.18,6.39,0.82,2.86,29.75,3.11,4.24,0.56,106.0,Moderate
Patna,2020-06-10,37.57,105.97,72.04,23.9,43.94,7.29,0.7,3.16,40.94,2.34,2.85,0.66,111.0,Moderate
Patna,2020-06-11,32.56,76.26,59.8,29.06,34.96,5.55,0.58,3.15,31.17,1.9,1.81,0.59,100.0,Satisfactory
Patna,2020-06-12,19.01,59.73,82.57,24.21,48.94,6.72,0.45,3.25,25.75,1.39,1.82,0.59,86.0,Satisfactory
Patna,2020-06-13,15.19,47.85,50.79,11.2,35.51,6.82,0.45,2.82,22.01,1.36,1.49,0.55,85.0,Satisfactory
Patna,2020-06-14,14.44,46.28,19.32,6.91,12.47,16.67,0.45,2.86,20.51,1.24,1.1,0.52,60.0,Satisfactory
Patna,2020-06-15,16.17,40.55,25.09,16.17,19.3,11.62,0.71,2.76,18.5,1.46,1.65,0.61,56.0,Satisfactory
Patna,2020-06-16,17.75,41.77,25.75,37.94,23.62,5.01,0.87,2.76,22.24,1.57,1.62,0.67,53.0,Satisfactory
Patna,2020-06-17,19.12,47.75,27.08,37.94,25.83,3.54,0.87,2.68,16.42,1.61,3.45,0.75,53.0,Satisfactory
Patna,2020-06-18,24.18,48.41,39.74,25.77,27.81,1.78,0.85,4.87,13.52,1.95,3.16,0.79,63.0,Satisfactory
Patna,2020-06-19,16.14,39.71,36.11,17.66,24.26,2.52,0.66,4.65,15.81,1.72,4.28,0.46,60.0,Satisfactory
Patna,2020-06-20,20.07,53.61,21.9,15.51,28.38,6.77,0.61,4.49,23.19,1.55,6.39,0.55,62.0,Satisfactory
Patna,2020-06-21,12.76,40.37,16.83,15.13,25.68,5.98,0.45,3.73,16.65,1.33,2.14,0.81,60.0,Satisfactory
Patna,2020-06-22,15.42,39.87,20.33,25.06,33.47,3.11,0.74,3.79,20.83,1.76,4.13,1.28,60.0,Satisfactory
Patna,2020-06-23,20.71,57.47,25.82,26.84,36.15,4.76,0.86,3.75,25.08,1.35,3.48,0.91,74.0,Satisfactory
Patna,2020-06-24,25.62,55.48,22.42,25.52,33.97,2.74,0.77,3.24,28.08,1.2,3.5,0.7,84.0,Satisfactory
Patna,2020-06-25,27.71,68.29,16.14,26.48,28.9,2.76,0.95,2.98,14.75,1.95,4.68,1.18,88.0,Satisfactory
Patna,2020-06-26,23.16,39.8,10.37,25.68,24.65,3.13,0.79,2.92,19.42,1.17,3.84,0.86,71.0,Satisfactory
Patna,2020-06-27,17.71,63.73,9.47,23.01,22.28,1.91,0.87,3.63,23.39,1.09,3.07,0.97,65.0,Satisfactory
Patna,2020-06-28,19.27,57.42,30.19,18.13,36.76,2.05,0.72,3.92,17.37,1.18,2.9,1.24,82.0,Satisfactory
Patna,2020-06-29,17.24,42.83,42.4,20.51,47.69,2.26,0.88,3.6,17.5,1.51,4.91,1.74,88.0,Satisfactory
Patna,2020-06-30,29.76,60.68,42.12,27.5,52.04,1.59,0.83,3.91,21.7,1.58,8.59,2.02,93.0,Satisfactory
Patna,2020-07-01,35.42,57.82,44.5,31.15,57.72,1.14,0.82,3.99,25.76,1.73,5.5,2.14,98.0,Satisfactory
Visakhapatnam,2016-07-07,35.33,84.31,16.95,44.35,34.22,12.06,0.84,5.07,25.24,4.87,9.37,4.74,81.0,Satisfactory
Visakhapatnam,2016-07-08,40.64,92.73,28.48,52.89,47.01,11.91,1.07,6.57,16.24,6.46,12.2,6.81,112.0,Moderate
Visakhapatnam,2016-07-09,33.25,77.65,23.32,45.37,39.49,12.77,1.0,8.79,18.38,5.51,9.55,5.84,81.0,Satisfactory
Visakhapatnam,2016-07-10,26.64,69.68,11.03,36.51,26.0,12.82,0.88,9.97,27.98,4.12,6.82,3.48,81.0,Satisfactory
Visakhapatnam,2016-07-11,23.92,70.52,13.89,39.01,29.35,12.46,0.89,9.72,24.73,3.87,7.32,3.62,79.0,Satisfactory
Visakhapatnam,2016-07-12,28.42,84.49,11.59,42.76,29.47,13.49,1.09,8.99,27.01,5.19,7.9,4.1,79.0,Satisfactory
Visakhapatnam,2016-07-13,35.71,75.77,13.83,48.4,33.88,13.12,1.07,9.33,28.83,6.9,10.03,5.72,90.0,Satisfactory
Visakhapatnam,2016-07-14,37.09,98.23,14.05,49.9,34.78,13.3,1.09,9.28,33.36,5.24,8.33,7.04,93.0,Satisfactory
Visakhapatnam,2016-07-15,43.67,103.08,12.1,49.19,32.98,13.52,1.02,6.74,26.01,6.66,11.08,6.43,112.0,Moderate
Visakhapatnam,2016-07-16,44.76,111.15,10.93,47.01,31.05,13.58,1.1,4.76,33.86,6.27,8.15,5.02,104.0,Moderate
Visakhapatnam,2016-07-17,41.11,94.44,12.29,48.83,32.94,13.17,1.1,7.73,29.34,6.08,6.32,4.32,102.0,Moderate
Visakhapatnam,2016-07-18,46.5,96.07,14.93,49.36,35.16,13.99,1.09,11.05,39.16,4.86,7.42,3.35,95.0,Satisfactory
Visakhapatnam,2016-07-19,33.54,80.51,33.45,65.03,56.61,8.69,1.9,11.57,28.7,3.57,6.07,5.88,127.0,Moderate
Visakhapatnam,2016-07-20,11.98,103.34,22.54,37.86,35.25,16.1,0.95,19.13,67.74,7.58,13.45,6.46,135.0,Moderate
Visakhapatnam,2016-07-23,27.32,83.02,6.98,37.5,23.47,14.76,0.78,18.54,47.74,4.59,12.49,2.53,105.0,Moderate
Visakhapatnam,2016-07-25,22.75,58.38,11.05,37.72,26.61,16.37,0.79,25.13,32.89,4.48,9.85,2.39,84.0,Satisfactory
Visakhapatnam,2016-07-26,23.34,80.58,32.99,58.13,52.91,13.21,1.34,31.7,42.77,7.2,16.74,9.25,155.0,Moderate
Visakhapatnam,2016-07-27,24.49,66.8,24.2,43.69,39.32,15.34,0.94,35.21,28.28,6.47,11.13,9.81,138.0,Moderate
Visakhapatnam,2016-07-28,21.85,68.36,26.31,31.72,34.93,12.91,0.98,28.09,18.39,6.27,10.57,5.93,78.0,Satisfactory
Visakhapatnam,2016-07-29,23.4,81.96,15.24,29.87,25.91,11.19,1.11,31.45,20.92,6.81,12.52,5.14,79.0,Satisfactory
Visakhapatnam,2016-07-30,29.12,77.05,8.21,30.77,21.1,15.58,0.89,26.82,41.79,4.09,6.99,2.75,95.0,Satisfactory
Visakhapatnam,2016-07-31,22.44,68.42,15.19,37.52,29.94,10.37,1.15,30.72,37.79,6.08,13.25,6.73,90.0,Satisfactory
Visakhapatnam,2016-08-01,23.82,62.12,19.5,34.3,31.25,12.06,1.05,38.43,24.1,6.23,12.61,7.68,105.0,Moderate
Visakhapatnam,2016-08-02,16.53,44.53,18.54,29.24,28.07,11.49,0.94,46.26,16.92,4.85,11.16,4.6,67.0,Satisfactory
Visakhapatnam,2016-08-03,18.76,43.55,23.96,29.85,32.4,9.98,1.04,29.69,13.1,6.12,9.84,7.44,73.0,Satisfactory
Visakhapatnam,2016-08-04,23.64,52.09,22.64,31.32,32.14,11.62,1.1,26.89,13.39,5.46,10.17,5.97,79.0,Satisfactory
Visakhapatnam,2016-08-05,27.8,82.45,18.95,34.95,31.16,11.67,1.25,32.89,17.76,6.37,9.77,7.33,89.0,Satisfactory
Visakhapatnam,2016-08-06,24.73,89.99,15.38,33.23,27.66,11.63,1.17,32.63,21.29,5.98,9.28,6.34,95.0,Satisfactory
Visakhapatnam,2016-08-07,25.74,86.21,13.79,31.69,25.72,7.13,0.96,34.28,25.35,4.49,7.81,3.91,89.0,Satisfactory
Visakhapatnam,2016-08-08,30.37,92.09,14.75,34.63,27.86,17.47,1.07,27.96,22.94,6.13,8.35,5.49,94.0,Satisfactory
Visakhapatnam,2016-08-09,36.85,103.97,12.44,43.12,30.27,22.93,1.25,44.65,28.44,4.93,8.87,4.45,103.0,Moderate
Visakhapatnam,2016-08-10,23.77,96.36,18.46,33.73,30.2,13.62,1.09,37.9,24.9,5.04,9.36,5.92,101.0,Moderate
Visakhapatnam,2016-08-11,23.39,85.46,10.64,29.54,16.74,13.05,0.64,35.36,29.24,3.0,6.54,2.73,93.0,Satisfactory
Visakhapatnam,2016-08-12,39.42,107.82,21.52,53.0,17.44,15.32,0.62,47.11,28.33,4.2,5.26,4.51,85.0,Satisfactory
Visakhapatnam,2016-08-13,34.14,106.86,12.43,41.82,29.63,13.73,1.18,31.44,36.75,6.74,9.95,6.76,106.0,Moderate
Visakhapatnam,2016-08-14,28.14,93.6,10.66,34.82,24.89,13.82,1.02,35.15,35.95,5.28,8.93,4.41,101.0,Moderate
Visakhapatnam,2016-08-15,27.92,78.98,14.5,35.64,28.18,13.08,1.07,35.46,25.98,5.08,11.15,5.51,89.0,Satisfactory
Visakhapatnam,2016-08-16,25.7,80.46,20.26,39.56,34.38,12.96,1.15,26.2,24.28,5.81,11.49,6.69,83.0,Satisfactory
Visakhapatnam,2016-08-17,28.17,101.92,17.67,38.75,32.06,11.37,1.03,32.12,28.17,5.48,13.77,5.61,90.0,Satisfactory
Visakhapatnam,2016-08-18,26.93,102.19,16.38,38.95,31.19,10.95,1.1,39.42,33.16,4.96,11.43,5.37,102.0,Moderate
Visakhapatnam,2016-08-19,33.79,101.42,10.69,38.88,26.9,12.64,1.11,39.92,47.65,6.62,14.61,4.75,102.0,Moderate
Visakhapatnam,2016-08-20,33.73,102.06,8.33,33.98,22.76,13.38,1.02,35.43,42.24,5.64,11.25,3.95,102.0,Moderate
Visakhapatnam,2016-08-21,38.2,107.83,6.13,33.87,21.06,13.87,0.98,31.97,57.54,4.65,8.1,3.24,111.0,Moderate
Visakhapatnam,2016-08-22,47.01,111.73,8.58,36.96,24.39,13.95,1.17,37.63,49.99,6.14,11.6,4.68,108.0,Moderate
Visakhapatnam,2016-08-23,31.59,97.97,10.01,33.61,23.78,12.53,0.87,37.4,44.39,5.34,9.3,3.7,102.0,Moderate
Visakhapatnam,2016-08-24,30.39,89.86,11.86,38.65,29.1,12.71,0.86,38.41,42.86,5.81,12.14,4.7,93.0,Satisfactory
Visakhapatnam,2016-08-25,30.35,77.62,14.44,35.76,28.26,10.98,0.79,28.78,44.58,5.45,9.42,6.04,87.0,Satisfactory
Visakhapatnam,2016-08-26,32.44,72.64,17.68,28.77,27.26,12.54,0.64,30.59,41.06,5.45,8.77,6.11,87.0,Satisfactory
Visakhapatnam,2016-08-27,17.78,63.29,10.06,23.5,18.95,10.75,0.39,28.17,35.82,4.07,6.89,4.2,66.0,Satisfactory
Visakhapatnam,2016-08-28,9.53,32.93,6.68,12.87,11.25,10.66,0.43,11.18,43.5,2.29,5.1,2.25,63.0,Satisfactory
Visakhapatnam,2016-08-29,8.91,34.51,6.21,12.77,10.85,9.96,0.41,11.8,41.29,2.47,5.75,2.48,53.0,Satisfactory
Visakhapatnam,2016-08-30,10.56,35.2,8.47,12.97,12.65,9.48,0.47,12.63,38.43,2.59,5.66,2.73,60.0,Satisfactory
Visakhapatnam,2016-08-31,26.85,54.03,12.01,27.72,22.46,9.75,0.6,27.67,48.49,5.18,8.47,4.42,77.0,Satisfactory
Visakhapatnam,2016-09-01,29.45,66.39,12.64,38.84,28.34,8.69,0.8,37.97,41.44,6.62,10.09,6.41,77.0,Satisfactory
Visakhapatnam,2016-09-02,26.88,74.2,9.94,30.88,22.46,8.49,0.64,36.41,39.52,6.53,10.93,5.11,71.0,Satisfactory
Visakhapatnam,2016-09-03,26.75,57.16,18.67,32.96,29.98,7.5,0.79,27.0,19.97,6.09,14.76,6.54,68.0,Satisfactory
Visakhapatnam,2016-09-04,37.11,57.14,13.96,26.57,23.37,8.45,0.46,21.12,17.67,5.35,17.46,3.31,67.0,Satisfactory
Visakhapatnam,2016-09-06,42.4,91.61,17.32,35.13,32.18,8.91,0.79,28.26,58.59,5.16,10.49,5.87,102.0,Moderate
Visakhapatnam,2016-09-07,42.73,94.73,16.83,37.04,30.6,10.34,0.66,24.68,46.0,5.47,11.25,6.36,101.0,Moderate
Visakhapatnam,2016-09-08,42.7,101.98,15.86,42.25,32.4,11.0,0.7,31.11,40.2,6.75,15.49,6.61,98.0,Satisfactory
Visakhapatnam,2016-09-09,46.08,91.88,12.73,36.83,27.44,12.77,0.69,34.53,40.09,5.72,13.73,6.06,96.0,Satisfactory
Visakhapatnam,2016-09-10,63.33,98.79,26.4,41.67,39.99,13.62,1.06,30.31,27.79,8.25,15.32,8.53,98.0,Satisfactory
Visakhapatnam,2016-09-11,52.77,88.89,19.96,39.21,33.93,10.4,0.87,30.83,70.49,6.65,11.0,8.43,160.0,Moderate
Visakhapatnam,2016-09-12,41.43,79.75,17.8,33.77,29.73,18.81,0.71,31.09,72.47,6.04,12.4,7.76,188.0,Moderate
Visakhapatnam,2016-09-13,22.89,54.42,16.53,28.03,25.98,17.05,0.59,18.84,27.81,5.33,9.74,5.88,73.0,Satisfactory
Visakhapatnam,2016-09-14,28.28,55.62,18.71,23.62,25.46,11.15,0.73,15.97,32.27,4.33,7.98,5.72,64.0,Satisfactory
Visakhapatnam,2016-09-15,13.46,27.95,6.94,14.2,12.09,10.1,0.51,12.08,42.39,3.52,6.14,3.86,71.0,Satisfactory
Visakhapatnam,2016-09-16,24.93,47.83,9.28,25.39,19.28,9.54,0.58,20.6,37.3,4.47,7.64,4.05,65.0,Satisfactory
Visakhapatnam,2016-09-17,33.68,71.78,13.95,36.89,28.37,10.65,0.78,35.63,25.04,6.41,12.52,6.06,65.0,Satisfactory
Visakhapatnam,2016-09-18,39.38,79.07,11.08,36.34,25.96,9.04,0.66,41.44,31.44,5.68,11.58,4.7,86.0,Satisfactory
Visakhapatnam,2016-09-19,36.02,92.91,20.75,39.78,34.87,7.14,0.58,25.49,57.61,6.12,10.74,5.91,151.0,Moderate
Visakhapatnam,2016-09-21,13.75,29.45,7.76,14.05,14.1,12.09,0.4,10.11,26.54,2.87,6.38,3.3,49.0,Good
Visakhapatnam,2016-09-22,12.67,27.2,5.69,8.62,8.45,15.01,0.42,15.35,38.02,1.75,4.06,1.93,55.0,Satisfactory
Visakhapatnam,2016-09-23,19.93,33.15,10.92,20.31,18.05,11.57,0.94,15.79,35.97,3.58,6.16,4.18,90.0,Satisfactory
Visakhapatnam,2016-09-24,27.57,55.19,16.3,35.71,29.57,9.9,1.27,19.36,22.13,5.84,11.56,6.62,78.0,Satisfactory
Visakhapatnam,2016-09-25,23.78,51.23,11.29,26.18,21.16,9.16,1.02,15.03,30.47,5.32,7.71,5.0,85.0,Satisfactory
Visakhapatnam,2016-09-26,36.71,64.6,26.67,36.36,39.43,8.64,1.3,19.0,25.59,6.74,13.52,10.04,89.0,Satisfactory
Visakhapatnam,2016-09-27,62.52,103.15,55.13,56.17,70.43,9.34,1.91,20.52,16.48,11.14,21.51,17.9,108.0,Moderate
Visakhapatnam,2016-09-28,72.4,118.07,30.97,45.89,46.51,9.35,1.44,11.11,21.68,9.87,19.96,14.29,130.0,Moderate
Visakhapatnam,2016-09-29,60.73,92.72,24.07,44.06,39.43,12.31,1.28,18.29,25.04,8.21,13.93,9.78,113.0,Moderate
Visakhapatnam,2016-09-30,54.76,96.82,34.71,50.32,51.48,14.59,1.3,22.54,17.98,8.76,18.37,12.17,104.0,Moderate
Visakhapatnam,2016-10-01,40.24,72.92,20.02,38.29,35.6,12.82,1.01,16.68,25.81,6.77,14.69,8.62,94.0,Satisfactory
Visakhapatnam,2016-10-02,71.57,99.21,31.72,43.55,44.87,10.45,1.18,16.61,53.92,7.89,14.02,11.93,132.0,Moderate
Visakhapatnam,2016-10-03,42.06,113.21,16.29,43.26,34.26,12.73,0.82,29.0,42.97,6.26,12.61,6.44,133.0,Moderate
Visakhapatnam,2016-10-04,44.1,93.36,24.07,45.35,41.13,14.02,1.03,24.17,25.85,6.3,14.84,7.33,104.0,Moderate
Visakhapatnam,2016-10-05,53.43,101.42,24.25,44.43,40.98,15.85,1.03,25.07,20.23,7.69,15.89,8.64,100.0,Satisfactory
Visakhapatnam,2016-10-06,51.42,94.82,28.9,41.1,44.03,16.59,0.97,17.9,31.39,7.79,15.09,10.14,105.0,Moderate
Visakhapatnam,2016-10-07,37.61,79.35,27.42,42.34,41.06,16.35,0.76,13.62,19.19,6.28,11.41,8.87,85.0,Satisfactory
Visakhapatnam,2016-10-08,50.36,102.59,37.53,50.06,53.46,14.86,1.23,20.11,11.78,7.22,13.5,10.4,95.0,Satisfactory
Visakhapatnam,2016-10-09,43.12,87.66,18.73,42.1,34.46,14.2,0.82,19.9,16.01,6.67,15.84,6.63,97.0,Satisfactory
Visakhapatnam,2016-10-10,45.73,92.35,23.78,40.62,38.55,14.28,1.06,22.14,26.02,7.23,14.21,6.92,90.0,Satisfactory
Visakhapatnam,2016-10-11,43.88,83.88,22.09,30.35,31.25,15.63,1.15,11.31,28.35,8.11,13.94,11.44,108.0,Moderate
Visakhapatnam,2016-10-14,89.96,94.0,37.46,88.72,71.16,12.63,1.34,17.6,14.47,9.45,14.82,17.37,110.0,Moderate
Visakhapatnam,2016-10-18,65.83,112.08,18.3,45.39,37.2,16.54,1.1,14.24,47.41,6.12,10.52,7.63,123.0,Moderate
Visakhapatnam,2016-10-19,66.14,105.53,10.22,50.18,33.13,16.96,1.04,12.48,42.08,6.08,9.45,8.52,121.0,Moderate
Visakhapatnam,2016-10-20,64.67,112.79,12.26,56.35,37.63,14.86,1.13,15.17,43.97,8.0,11.6,11.21,116.0,Moderate
Visakhapatnam,2016-10-21,64.92,101.08,18.34,60.75,43.29,14.18,1.23,13.5,33.92,7.63,12.9,12.18,118.0,Moderate
Visakhapatnam,2016-10-22,66.93,100.71,23.2,68.56,51.78,15.93,1.34,18.09,28.29,8.7,14.62,13.5,122.0,Moderate
Visakhapatnam,2016-10-23,62.97,103.08,17.85,67.64,46.25,9.58,1.19,26.49,30.0,7.92,13.84,10.53,109.0,Moderate
Visakhapatnam,2016-10-24,63.12,103.67,33.73,83.01,60.72,14.34,1.5,33.28,38.47,9.72,16.83,15.24,126.0,Moderate
Visakhapatnam,2016-10-25,60.85,108.64,26.17,62.1,50.81,18.51,1.29,22.65,39.3,7.79,18.4,10.56,142.0,Moderate
Visakhapatnam,2016-10-26,63.31,96.76,21.42,67.62,48.9,19.04,1.21,15.88,44.27,7.87,15.33,10.78,110.0,Moderate
Visakhapatnam,2016-10-27,47.62,101.06,4.61,26.48,17.43,17.51,0.8,12.67,53.25,4.23,5.96,3.57,104.0,Moderate
Visakhapatnam,2016-10-28,44.65,76.94,7.7,32.65,22.73,18.43,1.01,6.99,53.31,4.99,10.19,6.15,147.0,Moderate
Visakhapatnam,2016-10-29,44.44,81.9,4.92,25.0,18.04,14.71,0.86,7.73,26.08,4.04,10.17,4.43,91.0,Satisfactory
Visakhapatnam,2016-10-30,44.81,74.15,4.97,24.3,15.52,12.08,0.79,14.42,44.42,3.77,5.9,2.84,76.0,Satisfactory
Visakhapatnam,2016-10-31,58.43,96.69,4.27,29.01,19.39,11.75,0.97,10.38,52.16,4.74,7.05,4.1,89.0,Satisfactory
Visakhapatnam,2016-11-01,64.91,93.18,9.34,43.66,29.3,10.9,1.06,11.89,38.43,6.76,9.73,7.98,117.0,Moderate
Visakhapatnam,2016-11-02,37.5,65.46,4.61,19.09,13.81,10.7,0.77,7.61,34.08,3.21,6.48,2.88,82.0,Satisfactory
Visakhapatnam,2016-11-03,29.34,53.15,5.17,18.55,13.97,10.38,0.77,9.45,36.52,3.31,6.3,2.73,67.0,Satisfactory
Visakhapatnam,2016-11-04,12.94,30.1,7.27,17.48,13.97,8.39,0.67,5.62,24.79,2.93,5.79,3.34,55.0,Satisfactory
Visakhapatnam,2016-11-05,18.14,36.89,7.57,21.59,16.19,7.69,0.71,8.4,31.53,2.96,5.39,3.06,56.0,Satisfactory
Visakhapatnam,2016-11-06,48.11,92.4,13.64,45.09,32.12,8.72,1.05,14.04,38.94,5.37,8.04,5.42,83.0,Satisfactory
Visakhapatnam,2016-11-07,71.88,112.68,10.83,54.12,35.49,9.21,1.21,12.59,40.8,6.42,11.87,7.09,113.0,Moderate
Visakhapatnam,2016-11-08,67.16,105.6,24.19,70.94,46.62,10.33,1.46,18.95,34.74,8.58,13.49,11.16,133.0,Moderate
Visakhapatnam,2016-11-09,63.98,104.47,31.77,71.81,58.66,12.69,1.61,26.27,39.16,8.0,12.33,9.25,114.0,Moderate
Visakhapatnam,2016-11-10,60.85,101.39,19.14,51.12,32.27,15.22,1.81,32.42,29.42,4.56,8.12,8.52,112.0,Moderate
Visakhapatnam,2016-11-11,68.5,94.0,24.41,61.14,49.08,15.74,1.64,19.71,56.0,9.18,14.26,12.69,114.0,Moderate
Visakhapatnam,2016-11-12,56.0,94.0,16.46,60.94,43.0,16.97,1.62,19.54,67.32,8.59,12.78,11.09,132.0,Moderate
Visakhapatnam,2016-11-13,78.65,120.82,3.86,28.57,16.77,15.63,1.2,8.27,80.0,5.07,8.23,3.74,129.0,Moderate
Visakhapatnam,2016-11-14,77.51,115.91,3.53,26.66,16.63,14.09,1.15,9.79,75.77,5.0,7.55,3.51,163.0,Moderate
Visakhapatnam,2016-11-15,68.7,106.53,3.72,26.07,16.54,12.74,1.13,8.59,70.65,5.25,6.77,4.07,150.0,Moderate
Visakhapatnam,2016-11-16,72.89,108.85,3.44,23.94,15.26,12.01,1.18,10.66,92.13,5.22,6.49,2.84,127.0,Moderate
